section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)",Steven P. Grossman,WikiLeaks founder Assange is no hero,110861,709,44,0,23,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)",NA,"A more robust fight; 
against opioid addiction",110863,768,39,0,11,1,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)",Amy Dickinson,"Beneficiary wants to avoid drama; 
Ask Amy",110864,750,44,0,10,0,0,0,1
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)",NA,"When legal precedent is discarded by the Supreme Court, abortion rights are threatened",110865,777,31,0,11,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)","Jeff Barker; The Baltimore Sun; 
jebarker@baltsun.com;twitter.com/sunjeffbarker","Trainers fret about; 
Pimlico, speaking up; 
Over 100 based at track's old barns as its owner eyes Laurel Park",110866,1080,51,0,15,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)","Doug Donovan; The Baltimore Sun; 
ddonovan@baltsun.com;twitter.com/dougdonovan","Officials say city websites are safe; 
But computer systems still haven't recovered from recent ransomware attack; mayor says FBI, vendors are helping",110867,672,35,1,15,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)","Talia Richman; The Baltimore Sun; 
trichman@baltsun.com;twitter.com/TaliRichman","Burnim named interim president of Coppin State as search goes on; 
Former Bowie State leader to start July 1 as committee looks to fill post permanently",110868,314,15,0,2,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)","Lillian Reed;and Lorraine Mirabella; The Baltimore Sun; 
lireed@baltsun.com;twitter.com/LillianEReed","Some; 
in state approve of tariffs; 
Business owners may back the move, but economists warn of price increases",110869,1094,52,0,16,0,0,0,0
health and style,2019-05-16,20190516,"Sun, The (Baltimore, MD)",Victoria Knight; Kaiser Health,"Many middle-income seniors in a tough spot; 
Soaring costs to outpace resources, researchers say",110870,781,32,0,7,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)","Luke Broadwater; The Baltimore Sun; 
luke.broadwater@baltsun.com;twitter.com/lukebroadwater","GOP operative Bossie has his supporters; 
Maryland party's national committeeman faces call by Trump campaign for probe",110871,919,43,0,21,1,0,0,0
health and style,2019-05-16,20190516,"Sun, The (Baltimore, MD)","Selene San Felice; ssanfelice@capgaznews.com; 
Follow Selene San Felice on Twitter at @SeleneCapGaz.","Sun sets on sunrise yoga; 
After 20 years, an Annapolis City Dock institution comes to a close",110872,1035,76,0,3,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)",NA,We're with the 'village idiots' trying to stop the violence,110873,646,33,3,11,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)","Lillian Reed; The Baltimore Sun; 
lireed@baltsun.com;twitter.com/LillianEReed","Baltimore man pleads guilty to charges related to videos; 
Carter recorded exchanges with people, posted online under Plainpotatoess name",110874,284,10,0,15,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)",NA,Around the region,110876,865,37,0,20,0,0,0,0
main news,2019-05-16,20190516,"Sun, The (Baltimore, MD)","Pamela Wood; The Baltimore Sun; 
pwood@baltsun.com;twitter.com/pwoodreporter","School funding bill to be law; 
But Hogan won't sign it, drawing criticism from Dems",110877,884,36,1,10,0,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)",NA,Man arrested after gun incident in Aberdeen,110878,845,32,3,12,0,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)",NA,MTA fare hike another cruel reminder of loss,110879,789,32,0,8,0,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)","Jessica Anderson; The Baltimore Sun; 
jkanderson@baltsun.com;twitter.com/janders5","'He wanted to turn his life around'; 
After 21 years in prison, Baltimore man was killed; 
shortly after release",110880,483,31,0,9,0,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,110881,610,57,0,5,0,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)",Stephen H. Sachs,A chance meeting with Akihito,110882,745,39,0,3,0,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)",NA,"Governor Hogan, allow energy bill to become law",110885,831,36,0,10,0,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)",NA,"Billionaire's grant will wipe out Morehouse class's student debt; 
NEWS BRIEFING; 
Staff and news services; 
Report: Trump, Kushner bank transactions raised red flag; 
Report: Navy submariners kept list rating female crew, sex acts; 
In oil-rich Venezuela, mile-long lines to buy gas in major city; 
Man charged in abduction of girl, 8, from street; 
Plane crash in Honduras kills 4 Americans,; 
1 Canadian",110886,1004,51,8,14,1,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)",Lynne Agress,A hug is not a #MeToo moment,110887,562,30,0,6,0,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)",NA,Is Ball's Ellicott City flood mitigation plan worth the cost?,110888,682,34,0,9,0,0,0,0
main news,2019-05-20,20190520,"Sun, The (Baltimore, MD)","Scott Dance; The Baltimore Sun; 
sdance@baltsun.com;twitter.com/ssdance","As 700 jobs vanish at mill, workers look ahead; 
131-year-old Luke Mill scheduled to stop production at end of the month",110889,1460,71,1,12,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)",NA,Alt-Fact of the Week: See-through presidency,110890,703,40,0,8,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)",Hal Riedl; Hal Riedl (haroldriedl@gmail.com) is a retired Maryland civil servant.,Impeach Trump for the spectacle,110891,643,36,0,21,0,0,0,0
wknd,2019-05-24,20190524,"Sun, The (Baltimore, MD)",NA,NOW PLAYING,110892,612,26,0,5,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Justin Fenton; The Baltimore Sun; 
jfenton@baltsun.com;twitter.com/justin_fenton","Ex-officer to plead guilty to planting fake gun at scene; 
Former Baltimore Police sergeant was also part of Gun Trace Task Force",110893,470,20,1,23,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)",NA,"PM Modi surges to victory in India on Hindu-first platform; 
NEWS BRIEFING; 
Staff and news services; 
US files new charges against WikiLeaks founder Assange; 
Britain's May delays Brexit bill, but she resists calls to resign; 
Bank CEO charged with trying to trade loans for Trump post; 
Mnuchin: Tubman $20 bill design delayed past '20; 
Quick review of Trump bid to block push for financials",110894,1007,36,0,22,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)",fred.rasmussen@baltsun.com,"Edward W. Rothe, a former radio engineer",110895,297,17,0,1,0,0,0,0
wknd,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Chris Kaltenbach; THE BALTIMORE SUN; 
ckaltenbach@baltsun.com;twitter.com/chriskaltsun",Weekend Watch,110896,570,44,5,2,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Natasha Robinson-Link;and Matan Zeimer; Natasha Robinson-Link (nlink1@umbc.edu) and Matan Zeimer (mzeimer@gmail.com) are members of Jews United for Justice (JUFJ) and its Jeremiah Fellowship, a year-long program which gives Jews interested in racial, economic and social justice the opportunity",No accountability for Baltimore Public Works,110899,758,33,0,6,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Alison Knezevich; The Baltimore Sun; 
alisonk@baltsun.com;twitter.com/aliknez","Council OKs county's first income tax hike since 1992; 
Divided Baltimore County Council cuts proposed cellphone tax",110900,797,40,0,5,0,0,0,0
wknd,2019-05-24,20190524,"Sun, The (Baltimore, MD)",NA,Take time to think through big spots,110901,608,38,0,4,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Ian Duncan; The Baltimore Sun; 
iduncan@baltsun.com;twitter.com/iduncan","Baltimore officials' Gmail accounts disabled, restored; 
Creation of large number of new accounts triggered automated security system",110902,813,40,0,12,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)",NA,Hopkins must stop suing the poor,110903,891,40,3,7,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Jacques Kelly; The Baltimore Sun; 
jacques.kelly@baltsun.com",Memories of Baltimore summer days gone by,110904,231,13,0,2,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Frederick N. Rasmussen; The Baltimore Sun; 
fred.rasmussen@baltsun.com","Mary A. Plunkett; 
A writer, longtime volunteer at Stella Maris Hospice and Timonium resident who was known for summer parties",110905,891,56,5,4,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Luke Broadwater; The Baltimore Sun; 
luke.broadwater@baltsun.com;twitter.com/lukebroadwater","UMMS chief: 'Shift' needed; 
Hospital network official pledges 'significant changes'",110907,641,34,1,15,2,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)",NA,"City needs to retain; 
its college graduates",110908,797,40,0,4,0,0,0,0
wknd,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Christina Tkacik; The Baltimore Sun; 
ctkacik@baltsun.com;twitter.com/xtinatkacik","Fell's Point Food Mall; 
The Baltimore Sun ate at five stands at Broadway Market. Here's what we thought",110909,863,48,2,3,0,0,0,0
wknd,2019-05-24,20190524,"Sun, The (Baltimore, MD)","John-John Williams IV; The Baltimore Sun; 
john-john.williams@baltsun.com;twitter.com/popcouturejjw4","Name of 'Thrones'; 
Why Baltimore-area parents are naming their kids after 'GoT' characters",110910,764,46,1,1,0,0,0,0
wknd,2019-05-24,20190524,"Sun, The (Baltimore, MD)",NA,COMING SOON,110911,381,30,0,1,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Talia Richman; The Baltimore Sun; 
trichman@baltsun.com;twitter.com/TaliRichman","Elections panel calls for a new vote; 
Baltimore Teachers Union faces allegations of campaign violations",110912,612,30,0,9,0,0,0,0
wknd,2019-05-24,20190524,"Sun, The (Baltimore, MD)",Katie Walsh; Tribune News Service,"Bad dialogue dooms an affair to remember; 
'The Sun is Also a Star' **  1/2",110913,580,29,2,4,0,0,0,0
main news,2019-05-24,20190524,"Sun, The (Baltimore, MD)","Lorraine Mirabella; The Baltimore Sun; 
lorraine.mirabella@baltsun.com;twitter.com/lmirabella","Local contest winners ready to set up shop, support artists; 
Remington Storefront Challenge offers retailers free rent for up to two years",110914,346,14,0,4,0,0,0,0
wknd,2019-05-24,20190524,"Sun, The (Baltimore, MD)",ckaltenbach@baltsun.com;twitter.com/chriskaltsun,FantasyWood Festival,110915,226,14,2,1,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)","Justin Fenton; The Baltimore Sun; 
jfenton@baltsun.com;twitter.com/justin_fenton","Former officer gets 12 years; 
Rayam sentenced; 
in Gun Trace Task Force corruption",110916,712,37,1,19,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)",NA,"Sun ignores virtues of; 
clean energy legislation",110919,832,46,3,14,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)",Amy Dickinson,"'Hallmark' romance is pretty heavy; 
Ask Amy",110920,727,40,0,7,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)","Luke Broadwater; The Baltimore Sun; 
luke.broadwater@baltsun.com;twitter.com/lukebroadwater","Private police foes face deadline; 
Group against creation; 
of Hopkins force has until Friday to file signatures",110921,469,22,0,5,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)",Dan ;Rodricks; drodricks@baltsun.com;twitter.com/DanRodricks,"Inner Harbor mayhem, ugly rhetoric doesn't help",110922,974,50,1,20,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)",NA,Around the region,110923,242,8,1,2,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)",Kim Flyr,Parenting older kids: a tested and nuanced relationship,110924,737,49,0,10,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)",E.R. Shipp,Lies from political sphere dishonor patriotic occasions,110925,785,40,1,5,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)","Doug Donovan; The Baltimore Sun; 
ddonovan@baltsun.com;twitter.com/dougdonovan","'Not the right thing for a delegate to be doing'; 
Baltimore County NAACP officials demand answers about state representative's 'hang them high' Facebook post",110926,631,35,0,8,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)",NA,Veto of Handgun Permit Review Board repeal was wrong,110927,824,39,0,5,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)","Luke Broadwater; The Baltimore Sun; 
luke.broadwater@baltsun.com;twitter.com/lukebroadwater","City will tear out part of bike lane, mayor says; 
Del. Lewis had called on Young to save protected bike lane, but a nearby church wants the lost parking spaces back",110928,747,34,0,15,0,0,0,0
main news,2019-05-29,20190529,"Sun, The (Baltimore, MD)",David K. Graham,Maryland's divided loyalties during the Civil War complicate its memory,110929,602,31,0,16,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)",NA,ABC's 'This Week',110931,283,9,1,1,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)",Dan ;Rodricks; drodricks@baltsun.com;twitter.com/DanRodricks,"In Sandtown, a new and needed mission for Old Douglass",110932,944,54,0,5,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)",Sonia Suter,Abortion laws may save Roe v. Wade,110934,757,35,0,16,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)","Kevin Rector;and Meredith Cohn; The Baltimore Sun; 
krector@baltsun.com;meredith.cohn@baltsun.com;twitter.com/rectorsun;twitter.com/mercohn","Kelly's ties to UMMS under scrutiny; 
He helped create medical system, and his insurance business grew alongside it",110935,2109,94,3,39,1,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)","Scott Dance; The Baltimore Sun; 
sdance@baltsun.com;twitter.com/ssdance","Report: Much of harbor safe for swimming in dry weather; 
Annual study deemed water 'swimmable' in 2018 despite sewage from record rainfall",110936,690,28,0,11,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)","Christopher Dinsmore; The Baltimore Sun; 
cdinsmore@baltsun.com;twitter.com/CKDinsmore",Seeking nominations for the Baltimore region's Top Workplaces,110937,368,21,4,2,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)",#NAME?,"Joseph R. Zaccardi, electrical engineer",110938,281,23,1,1,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)","Alison Knezevich; The Baltimore Sun; 
alisonk@baltsun.com;twitter.com/aliknez","Baltimore County considers solar panel deal; 
Plan officials are seeking would put solar panels on government properties",110939,1185,57,0,11,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)","Scott Dance; The Baltimore Sun; 
sdance@baltsun.com;twitter.com/ssdance",Maryland has already seen five tornadoes this year,110941,302,11,0,6,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)","Libby Solomon; Towson Times; 
asolomon@baltsun.com;twitter.com/libsolomon","Rodgers Forge scrubs racist covenants from land records; 
Neighborhood becomes; 
first in Maryland to do so",110942,850,33,0,2,0,0,0,0
main news,2019-06-02,20190602,"Sun, The (Baltimore, MD)","Luke Broadwater ;and Jeff Barker; The Baltimore Sun; 
luke.broadwater@baltsun.com;jebarker@baltsun.com;twitter.com/lukebroadwater;twitter.com/sunjeffbarker","Hogan won't run against Trump; 
Governor forms bipartisan advocacy organization called 'An America United'",110943,969,50,0,11,0,0,0,0
other,2019-06-06,20190606,"Sun, The (Baltimore, MD)",NA,NOW PLAYING,110945,615,22,0,11,0,0,0,0
other,2019-06-06,20190606,"Sun, The (Baltimore, MD)",Elizabeth Nonemaker; For The Baltimore Sun,"That's all, until Fall; 
With abrupt cancelation, 'West Side Story' is the last BSO performance of summer season",110946,918,37,4,11,0,0,0,0
main news,2019-06-06,20190606,"Sun, The (Baltimore, MD)",#NAME?,"Eleanor Z. Troy, parochial school educator",110948,363,32,0,2,0,0,0,0
other,2019-06-06,20190606,"Sun, The (Baltimore, MD)",NA,How to capitalize on fold equity with a short stack,110949,487,20,0,1,0,0,0,0
main news,2019-06-06,20190606,"Sun, The (Baltimore, MD)",NA,Maryland's Preakness tent: The case for partying on the taxpayer's dime,110950,735,43,2,4,0,0,0,0
main news,2019-06-06,20190606,"Sun, The (Baltimore, MD)","Jessica Anderson; The Baltimore Sun; 
jkanderson@baltsun.com;twitter.com/janders5","New policy for body camera footage; 
Police commissioner; 
to allow up to a week; 
to decide on release",110951,879,40,1,10,0,0,0,0
health and style,2019-06-06,20190606,"Sun, The (Baltimore, MD)",Aramide Esubi; Tribune Content Agency,Ditch the dress for a skirt,110952,557,29,0,0,0,0,0,0
other,2019-06-06,20190606,"Sun, The (Baltimore, MD)","Sameer Rao; The Baltimore Sun; 
srao@baltsun.com;twitter.com/amancalledsrao","After 15 years, Baltimore's Beach House stays riding creative waves",110953,808,35,0,11,0,0,0,0
other,2019-06-06,20190606,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,110954,615,58,0,5,0,0,0,0
other,2019-06-06,20190606,"Sun, The (Baltimore, MD)",Amy Dickinson,"Met on IG, now curious about IRL; 
Ask Amy",110955,684,37,0,1,0,0,0,0
main news,2019-06-06,20190606,"Sun, The (Baltimore, MD)","Frederick N. Rasmussen; The Baltimore Sun; 
fred.rasmussen@baltsun.com","Beryl Frank; 
Versatile writer contributed to magazines and newspapers, including columns for The Sun, and wrote two histories",110956,1113,61,11,3,0,0,0,0
other,2019-06-06,20190606,"Sun, The (Baltimore, MD)",Glenn Gamboa; Newsday,"Rhett works to stretch country's sound on 'Center Point Road'; 
RECORDINGS",110957,316,16,0,2,0,0,0,0
main news,2019-06-06,20190606,"Sun, The (Baltimore, MD)",David Wilson,HBCU 'attributes' encourage achievement,110958,776,32,0,6,0,0,0,0
